timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
167313986,167312934,527625,-0.11403148,0.16595319,-0.1154231,3
167854309,167853024,527625,-0.10749283,0.16348717,-0.11435407,3
168353988,168352928,527625,-0.10453986,0.16601682,-0.11667886,3
168833953,168822942,527625,-0.10937467,0.16325393,-0.12016022,3
169354225,169342933,527625,-0.108523175,0.1673576,-0.116797954,3
169834022,169822929,527625,-0.10602058,0.1633532,-0.116495326,3
170334500,170333134,527625,-0.110672124,0.16446069,-0.11968143,3
170853949,170842928,527625,-0.10790929,0.16298765,-0.118033424,3
171353956,171352928,527625,-0.11107848,0.16870922,-0.11714783,3
171813969,171802952,527625,-0.10686512,0.16288306,-0.11457144,3
172353934,172342928,527625,-0.1101339,0.1611163,-0.12371224,3
172813971,172802929,527625,-0.10140486,0.15833843,-0.12820584,3
173334037,173322929,527625,-0.11277428,0.16308637,-0.121625915,3
173853948,173842928,527625,-0.103946015,0.15369728,-0.12622584,3
174353981,174342986,527625,-0.10309008,0.16093451,-0.11725618,3
174853984,174842947,527625,-0.09844333,0.1666772,-0.12034693,3
175313974,175312929,527625,-0.09698659,0.16368577,-0.119879246,3
175834093,175822933,527625,-0.09740348,0.16242552,-0.12536153,3
176333959,176322932,527625,-0.09501059,0.16242185,-0.12504253,3
176814082,176803089,527625,-0.09709431,0.16783768,-0.12078829,3
177353953,177342928,527625,-0.09732911,0.16092359,-0.12300566,3
177833957,177822958,527625,-0.09866688,0.16159824,-0.12512386,3
178334167,178332928,527625,-0.093891196,0.16007945,-0.121830486,3
178853936,178842929,527625,-0.096043475,0.16868939,-0.119196996,3
179354351,179343114,527625,-0.09626722,0.16616525,-0.11682126,3
179853992,179842929,527625,-0.10055013,0.16472417,-0.120746136,3
180333943,180322928,527625,-0.09541935,0.16632314,-0.12184405,3
180834170,180832941,527625,-0.09741264,0.16318977,-0.11708608,3
181353975,181342928,527625,-0.09678528,0.16295555,-0.11606392,3
181853965,181842928,527625,-0.09385468,0.17267387,-0.111878335,3
182354014,182342928,527625,-0.092590764,0.17332342,-0.11296821,3
182834021,182832928,527625,-0.098648556,0.1717724,-0.109544165,3
183334198,183312975,527625,-0.09625228,0.17202246,-0.11082392,3
183813967,183802928,527625,-0.0990763,0.16860986,-0.112934545,3
184353951,184352928,527625,-0.10327031,0.17095152,-0.109795,3
184834109,184832933,527625,-0.10199814,0.17232426,-0.11445573,3
185333956,185322930,527625,-0.09948875,0.16901557,-0.11683655,3
185814233,185812978,527625,-0.10076857,0.15910374,-0.13044888,3
186313971,186312928,527625,-0.102843024,0.172224,-0.111292295,3
186833947,186822928,527625,-0.103688404,0.17380726,-0.10316369,3
187334013,187322928,527625,-0.10178288,0.17664188,-0.10619387,3
187813953,187802928,527625,-0.096448824,0.1768708,-0.106544346,3
188354175,188342928,527625,-0.09455031,0.18201602,-0.09849608,3
188833954,188832928,527625,-0.10198145,0.17881708,-0.107886545,3
189354404,189353129,527625,-0.10034734,0.16364634,-0.11888873,3
189854043,189852931,527625,-0.09341524,0.18223359,-0.09883392,3
190354009,190342953,527625,-0.09908575,0.16255733,-0.123168945,3
190834160,190822928,527625,-0.096695885,0.16117847,-0.12458943,3
191313956,191302928,527625,-0.09712226,0.15823033,-0.12831084,3
191854103,191843115,527625,-0.098247185,0.16009018,-0.12912825,3
192353958,192342928,527625,-0.098863766,0.16542384,-0.12341772,3
192854046,192842943,527625,-0.09364636,0.16906835,-0.12068382,3
193334148,193322947,527625,-0.10326047,0.17038861,-0.117978916,3
193813967,193802929,527625,-0.09802206,0.16851093,-0.11624086,3
194314330,194303091,527625,-0.09625533,0.16876505,-0.11770466,3
194853948,194842928,527625,-0.08714546,0.16589364,-0.12441765,3
195353983,195352928,527625,-0.09261097,0.16860652,-0.11228466,3
195854066,195842931,527625,-0.095219955,0.16499159,-0.11838786,3
196353950,196342929,527625,-0.09759489,0.16789988,-0.12283714,3
196834248,196832995,527625,-0.09217869,0.16809374,-0.122050285,3
197333970,197322929,527625,-0.09738164,0.17229137,-0.11300751,3
197833967,197832928,527625,-0.09260888,0.16616341,-0.12040644,3
198354015,198342928,527625,-0.09949789,0.16714601,-0.11580107,3
198853954,198852928,527625,-0.09384372,0.1740141,-0.11559714,3
199354156,199352929,527625,-0.09470062,0.17029528,-0.11425051,3
199834012,199832928,527625,-0.088806555,0.17324442,-0.11668842,3
200334057,200322928,527625,-0.08342796,0.17258216,-0.12121715,3
200813994,200802931,527625,-0.083213024,0.1732433,-0.1227687,3
201334015,201322957,527625,-0.08964672,0.17116544,-0.12213841,3
201834154,201822930,527625,-0.08817524,0.17064062,-0.12484309,3
202333947,202332928,527625,-0.08671329,0.1682384,-0.12625873,3
202854092,202843073,527625,-0.089885876,0.1627749,-0.12546423,3
203333947,203322928,527625,-0.09344207,0.16489589,-0.12832436,3
203853932,203842928,527625,-0.09365396,0.16436875,-0.12846032,3
204354152,204342931,527625,-0.08926511,0.16004306,-0.12685478,3
204853953,204842928,527625,-0.094778344,0.1684214,-0.123618126,3
205334034,205323029,527625,-0.09344092,0.16536966,-0.1278004,3
205854028,205842933,527625,-0.091986746,0.16244164,-0.12542687,3
206333962,206322929,527625,-0.08547239,0.16163361,-0.13174427,3
206854019,206842928,527625,-0.09512551,0.16489226,-0.12571341,3
207353958,207342928,527625,-0.09583941,0.1663189,-0.12174137,3
207833953,207822945,527625,-0.09646571,0.16819169,-0.1189844,3
208333954,208332928,527625,-0.089223795,0.17141296,-0.123501815,3
208834152,208832928,527625,-0.09426231,0.1725329,-0.12053712,3
209333982,209322928,527625,-0.09752527,0.16419894,-0.12330672,3
209834011,209822957,527625,-0.10055227,0.16374245,-0.122006744,3
210334240,210332931,527625,-0.103675745,0.16821869,-0.12704602,3
210853941,210842932,527625,-0.09220095,0.16405228,-0.11812842,3
211314363,211303094,527625,-0.09280968,0.17051587,-0.11462104,3
211813994,211812966,527625,-0.08880763,0.17397633,-0.113955796,3
212333948,212322928,527625,-0.091972336,0.16508992,-0.12787382,3
212854060,212842929,527625,-0.084839195,0.16971487,-0.11182219,3
213353958,213342929,527625,-0.08945134,0.16938013,-0.11721726,3
213794316,213773048,527625,-0.1097296,0.16156954,-0.11195457,3
214353947,214342928,527625,-0.08963578,0.17118815,-0.12945607,3
214813967,214802934,527625,-0.07575445,0.16607705,-0.13201216,3
215314018,215312928,527625,-0.08227857,0.16282138,-0.13027662,3
215853958,215842928,527625,-0.07302006,0.16618212,-0.13517284,3
216334172,216332928,527625,-0.105799146,0.16775186,-0.11216487,3
216833957,216832931,527625,-0.097869955,0.15403835,-0.116960146,3
217334387,217333084,527625,-0.09469956,0.16956337,-0.11698312,3
217833956,217822928,527625,-0.0818243,0.17274174,-0.12623037,3
218334021,218332928,527625,-0.084209904,0.16470122,-0.12522085,3
218834238,218822928,527625,-0.09281473,0.16691905,-0.12109045,3
219333965,219332928,527625,-0.09740092,0.16492088,-0.120241486,3
219853987,219842976,527625,-0.09407559,0.16651666,-0.12138808,3
220333968,220322928,527625,-0.095528044,0.17015529,-0.12297565,3
220833970,220822928,527625,-0.089661404,0.1683237,-0.120036565,3
221333987,221312928,527625,-0.09604812,0.1678474,-0.118379936,3
221833932,221822928,527625,-0.093019515,0.16777068,-0.12223649,3
222334148,222322931,527625,-0.094699666,0.16749164,-0.122596234,3
222833964,222822929,527625,-0.098552704,0.17132416,-0.118785344,3
223334310,223333065,527625,-0.099907726,0.16839255,-0.119166456,3
223853973,223852928,527625,-0.09554591,0.17018718,-0.11083353,3
224353989,224342945,527625,-0.09448692,0.17093284,-0.11504142,3
224834054,224822929,527625,-0.088820636,0.16958655,-0.11723748,3
225293957,225282928,527625,-0.08862278,0.16641897,-0.11777876,3
225813968,225802962,527625,-0.09323977,0.16606623,-0.119959414,3
226333983,226322948,527625,-0.09240824,0.16222161,-0.124950916,3
226854488,226843116,527625,-0.08089893,0.1751079,-0.12081644,3
227333974,227322936,527625,-0.038334303,0.19081801,-0.12613833,3
227833965,227822954,527625,-0.0147254765,0.19635552,-0.11838424,3
228334139,228322945,527625,0.0195527,0.18828276,-0.12247806,3
228853964,228852945,527625,0.054836847,0.18017863,-0.12547451,3
229274328,229253102,527625,0.0049189655,0.19289306,-0.123586796,3
229833960,229832928,527625,-0.057697296,0.18322243,-0.114562854,3
230333992,230322928,527625,-0.060827583,0.18508393,-0.12218813,3
230834018,230822928,527625,-0.064221956,0.17894018,-0.11527397,3
231334030,231332928,527625,-0.05852111,0.18277542,-0.1265559,3
231834176,231832931,527625,-0.05852543,0.18419734,-0.11973839,3
232313962,232302929,527625,-0.064211,0.1785114,-0.12383399,3
232854284,232853030,527625,-0.06691749,0.18504025,-0.12129082,3
233333950,233332928,527625,-0.05852058,0.18203302,-0.12895046,3
233853991,233842930,527625,-0.052838117,0.17646408,-0.1253291,3
234314046,234302933,527625,-0.057750158,0.18882647,-0.12016166,3
234853957,234842931,527625,-0.05799394,0.17989539,-0.12185627,3
235354196,235352931,527625,-0.058968853,0.17809837,-0.120607175,3
235813953,235802928,527625,-0.065026194,0.18545559,-0.121358514,3
236314110,236303101,527625,-0.068287775,0.17918009,-0.11940385,3
236854007,236842928,527625,-0.06611009,0.18009087,-0.113037154,3
237353958,237352931,527625,-0.06315442,0.18173182,-0.11962288,3
237834078,237822929,527625,-0.065680034,0.18047595,-0.118837655,3
238353952,238342928,527625,-0.060642734,0.17906918,-0.12176992,3
238834201,238822933,527625,-0.06273409,0.1815531,-0.12040872,3
239333965,239332939,527625,-0.061901756,0.17971832,-0.120423794,3
239814106,239803112,527625,-0.06482587,0.18282482,-0.12209281,3
240353933,240342928,527625,-0.061688997,0.1801493,-0.121137194,3
240833932,240832928,527625,-0.06440927,0.1829505,-0.11952621,3
241334061,241322929,527625,-0.06524751,0.18166107,-0.124102935,3
241833954,241832928,527625,-0.06020552,0.1845593,-0.11838394,3
242354147,242342928,527625,-0.058316406,0.18474449,-0.11761351,3
242833979,242832963,527625,-0.060204715,0.18419859,-0.119919285,3
243314115,243303109,527625,-0.06292767,0.18487826,-0.1223156,3
243833952,243832928,527625,-0.05936855,0.18337826,-0.119730175,3
244353940,244332928,527625,-0.05979237,0.18236083,-0.11987392,3
244834016,244822947,527625,-0.056307927,0.18085176,-0.123588346,3
245353952,245352928,527625,-0.058104016,0.18385138,-0.12171451,3
245834170,245832928,527625,-0.05365408,0.18271603,-0.12423119,3
246333955,246322929,527625,-0.04629666,0.18592423,-0.12173218,3
246834415,246833074,527625,-0.05281163,0.18389845,-0.122788586,3
247354019,247352981,527625,-0.06568072,0.17504388,-0.13328099,3
247854013,247852930,527625,-0.06401138,0.17409849,-0.12898692,3
248314028,248302947,527625,-0.064419776,0.17657691,-0.1299409,3
248854016,248842931,527625,-0.06253648,0.17540821,-0.12896328,3
249354160,249342929,527625,-0.06525856,0.17956664,-0.12239837,3
249833947,249822928,527625,-0.06290731,0.19283438,-0.114215374,3
250314331,250303077,527625,-0.05893679,0.1894783,-0.11099299,3
250853957,250842947,527625,-0.05355148,0.19440153,-0.10471116,3
